topHeadlineFeatures,name,brand,mainImageUrl,phoneType,restImageUrl,bestBuyPrice,colors,processor,releasedOS,accessories,additionalFeatures,ram,overViewDescription,overViewReleaseDate,overViewMarketStaus,overViewPhoneWeight,overViewDimension,overViewBodyMaterial,overViewReleaseOS,cameraFrontcameraInMegaPixalWithFeatures,cameraRearCameraInMegaPixalWithFeatures,cameraVideoResolution,cameraOtherCameraFeatures,displayScreenSize,displayScreenResolution,displayScreenMaterial,displayDisplayTechnology,displayDtherDisplayFeatures,batteryTalkTime,batteryBatteryCapacity,batteryBatteryTechnology,InternalStorage,ExpendableStorageFeatures,connectivityAndFeaturesWireLessConnectivityFeatures,connectivityAndFeaturesDualSimSupportabilty,connectivityAndFeaturesBluetoothVersion,connectivityAndFeaturesSimCardSize,connectivityAndFeaturesChargingOptions,connectivityAndFeaturesSensors,connectivityAndFeaturesothersConnectivityFeatures,connectivityAndFeaturesNetworkFeatures
"Battery:2900 mAh, Li-ion|36 Hours talktime (3G)~Camera:13 MP Primary|Dual LED Flash|5 MP Front~Performance:Octa Core, 1.7 GHz|MediaTek MT6752|2 GB RAM~Display:5.5 inches (Large)|Full HD , Very sharp",Lenovo K3 Note,Lenovo,,,,"8,523",Black~White~Yellow,"Octa core, 1.7 GHz, Cortex A53",Android v5.0 (Lollipop),Chipset:MediaTek MT6752~Architecture:64 bit~Graphics:Mali-T760 MP2~USB OTG Support:,"Battery and Connectivity:The Lenovo K3 Note packs a 2,900mAh li-ion battery rated to deliver up to 36 hours of talktime and up to 750 hours of standby time over 3G. Connectivity options include 4G LTE, 3G, Wi-Fi 5GHz, Bluetooth, GPS/A-GPS and USB port.%Camera and Memory:The Lenovo K3 Note sports a 13MP autofocus rear camera with dual LED flash, HDR, face detection, geo-tagging and panorama and the ability to record 1,080p videos at 30fps. For selfie fanatics, there is a 5MP front snapper. It comes with 16GB of internal memory further expandable up to 32GB.%Display, Build and Configuration:The Lenovo K3 Note arrived in 2015 and features a 5.5-inch IPS full HD multi-touch display with a pixel density of 401ppi which results sharp and true colours. The smartphone has a waistline of 8mm and weighs 150 grams. The K3 Note sails on Lenovo Vibe 2.5 UI based on Android v5.0 Lollipop OS which gives access to Google's latest apps and benefits. It drives its processes from 1.7GHz octa-core Cortex A-53 processor based on 64-bit MediaTek MT6572 chipset. It is paired with 2GB RAM and Mali T760MP2 GPU, thereby ensuring seamless and powerful performance.",2 GB,,"June 25, 2015 (Official)",,150 grams,152.6 (H) x 76.2 (W) x 8 (T) mm,,,Resolution:5 MP~Autofocus:No~Flash:No,"Resolution:13 MP~Sensor:PureCel Sensor~Autofocus:~Aperture:2.0 F~Optical Image Stabilisation:No~Flash:Dual LED Flash~Image Resolution:4128 x 3096 Pixels~Settings:Exposure compensation, ISO control~Shooting Modes:Continuos Shooting, High Dynamic Range mode (HDR)~Camera Features:Digital Zoom, Auto Flash, Digital image stabilization, Face detection, Touch to focus~Video Recording:1920x1080 @ 30 fps",,,5.5 inches,Full HD (1080 x 1920 pixels),IPS LCD,,Custom UI:Vibe 2.0~SIM Size:SIM1: Micro SIM2: Micro~Fingerprint Sensor:No~Quick Charging:No~Screen to Body Ratio:71.55 %,Talktime:Up to 36 Hours(3G)Standby Time:Up to 750 Hours(3G),2900 mAh,Li-ion,16 GB,Up to 32 GB,"4G: Available (supports Indian bands) 3G: Available, 2G: Available",,,,,,Custom UI:Vibe 2.0~SIM Size:SIM1: Micro SIM2: Micro~Fingerprint Sensor:No~Quick Charging:No,"Dual SIM, GSM+GSM"
"Battery:1500 mAh, Li-ion|8.4 Hours talktime (3G)~Camera:2 MP Primary|0.3 MP Front~Performance:Dual Core, 1.2 GHz|Snapdragon 200|1 GB RAM~Display:4.0 inches (Small)|480x800 px, Avg. sharp.",Microsoft Lumia 430 Dual SIM,Microsoft,,,,"4,776",Black~Orange,"Dual core, 1.2 GHz, Cortex A7",Windows Phone v8.1,Chipset:Qualcomm Snapdragon 200 MSM8210~Graphics:Adreno 302,"Camera and Storage:The Microsoft Lumia 430 Dual SIM is armed with a 2MP camera at the back which can record 480p videos at 30fps and is accompanied by a VGA front facing snapper. It houses 8GB of internal memory which is further expandable up to 128GB.%Battery and Connectivity:Fuelled by a 1,500mAh Li-ion battery, the Microsoft Lumia 430 Dual SIM is rated to deliver up to 13 hours of talktime and up to 720 hours of standby time in 2G networks. Connectivity options include 3G, Wi-Fi, GPS, USB port and Bluetooth.%Display and Configuration:The Microsoft Lumia 430 Dual SIM features a 4-inch LCD multi touch display with a resolution of 480 x 800 pixels and a pixel density of 233ppi. It is encased in a 10.6mm thick outfit which has a weight of just 127.9g. It runs on latest Windows Phone v8.1 OS which is further upgradable to the awaited Windows 10 platform.",1 GB,,"April 30, 2015 (Official)",,127 grams,120.5 (H) x 63.2 (W) x 10.6 (T) mm,,,Resolution:0.3 MP,Resolution:2 MP~Aperture:2.2 F~Image Resolution:1600 x 1200 Pixels~Camera Features:Digital Zoom,,,4.0 inches,480 x 800 pixels,LCD,,"SIM Size:SIM1: Micro~Touch Screen:Capacitive Touchscreen, Multi-touch",Talktime:Up to 8.4 Hours(3G) / Up to 12.9 Hours(2G),1500 mAh,Li-ion,8 GB,Up to 128 GB,"3G: Available, 2G: Available",,,,,,SIM Size:SIM1: Micro,"Dual SIM, GSM+GSM"
"Battery:3000 mAh, Li-ion|Non removable~Camera:8 MP Primary|LED Flash|2 MP Front~Performance:Quad Core, 1.3 GHz|MediaTek MT6582M|2 GB RAM~Display:5.0 inches (Medium)|HD, Avg. sharp.|Gorilla Glass",Micromax Canvas Juice 2 AQ5001,Micromax,,,,"5,965",Silver,"Quad core, 1.3 GHz, Cortex A7",Android v5.0 (Lollipop),Chipset:MediaTek MT6582M~USB OTG Support:,"Camera and Storage:The Micromax Canvas Juice 2 AQ5001 is armed with an 8MP autofocus camera at the back which supports LED flash and can capture HD videos at 30fps. It is accompanied by a 2MP front snapper. It houses an internal memory of 8GB which is further expandable up to 32GB.%Battery and Connectivity:The key highlight of the Micromax Canvas Juice 2 AQ5001 is its 3,000mAh Li-ion battery which claims to deliver up to 9 hours of talktime and up to 435 hours of standby time. It can be connected via 3G, Wi-Fi, Bluetooth, GPS and USB port.%Display and Configuration:The Micromax Canvas Juice 2 AQ5001 features a 5-inch IPS HD (720 x 1,280 pixels, 294ppi) multi touch display with Corning Gorilla Glass v3.0 protection. It runs on the latest Android v5.0 Lollipop OS which provides access to Google's latest features and apps. Doing duty under the hood is a 1.3GHz quad-core processor paired with a 2GB RAM thereby ensuring smooth performance.",2 GB,,"March 18, 2015 (Official)",,170 grams,144.8 (H) x 72.7 (W) x 9.7 (T) mm,,,Resolution:2 MP~Autofocus:No~Flash:No~Video Recording:640x480 @ 30 fps,"Resolution:8 MP~Sensor:CMOS image sensor~Autofocus:~Optical Image Stabilisation:No~Flash:LED Flash~Image Resolution:3264 x 2448 Pixels~Settings:Exposure compensation, ISO control~Shooting Modes:Continuos Shooting, High Dynamic Range mode (HDR)~Camera Features:Digital Zoom, Auto Flash, Digital image stabilization, Face detection, Touch to focus~Video Recording:1920x1080 @ 30 fps, 1280x720 @ 15 fps",,,5.0 inches,HD (720 x 1280 pixels),IPS LCD,,SIM Size:SIM1: Micro SIM2: Micro~Fingerprint Sensor:No~Quick Charging:No~Screen to Body Ratio:65.32 %,Talktime:Up to 9 Hours(2G)Standby Time:Up to 435 Hours(2G),3000 mAh,Li-ion,8 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,SIM Size:SIM1: Micro SIM2: Micro~Fingerprint Sensor:No~Quick Charging:No,"Dual SIM, GSM+GSM"
"Battery:2920 mAh, Li-ion|17 Hours talktime (3G)~Camera:8 MP Primary|LED Flash|2 MP Front~Performance:Quad Core, 1.2 GHz|Snapdragon 410|1 GB RAM~Display:5.5 inches (Large)|HD, Avg. sharp.",XOLO LT2000 4G,XOLO,,,,"6,564",Black,"Quad core, 1.2 GHz",Android v4.4 (Kitkat),Chipset:Qualcomm Snapdragon 410 MSM8916~Architecture:64 bit~Graphics:Adreno 306,"Camera and Memory:The XOLO LT2000 4G comes with an 8MP autofocus camera at the back which supports BSI sensor, LED flash, HDR, face detection, geo-tagging and can record full HD videos at 30fps. It is accompanied by a 2MP front snapper. It features an internal memory of 8GB which is further expandable up to 32GB.%Battery and Communication:The main attraction of the XOLO LT2000 4G, as the name suggests is the support for 4G. Other connectivity options include 3G, Wi-Fi, USB port, Bluetooth and GPS/A-GPS. It packs a 2,920mAh Li-ion battery which can deliver up to 30h of talktime and up to 760h of standby time over 2G.%Display, Design and Configuration:The XOLO LT2000 4G sports a 5.5-inch IPS HD multi touch display wrapped in a 7.8mm thick outfit with a weight of just 140g, which are very impressive figures considering its size. It sails on Android v4.4 KitKat OS. Doing duty on the inside is a 1.2GHz quad-core processor sitting on 64 bit Qualcomm MSM8916 Snapdragon 410 chipset. It works in tandem with a 1GB RAM and Adreno 306 GPU.",1 GB,,"March 19, 2015 (Official)",,140 grams,115 (H) x 74.8 (W) x 7.8 (T) mm,,,Resolution:2 MP,"Resolution:8 MP~Sensor:Back-illuminated sensor (BSI)~Flash:LED Flash~Image Resolution:3264 x 2448 Pixels~Shooting Modes:High Dynamic Range mode (HDR)~Camera Features:Digital Zoom, Face detection~Video Recording:1920x1080 @ 30 fps",,,5.5 inches,HD (720 x 1280 pixels),IPS LCD,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",Talktime:Up to 17 Hours(3G) / Up to 30 Hours(2G)Standby Time:Up to 693 Hours(3G) / Up to 760 Hours(2G),2920 mAh,Li-ion,8 GB,Up to 32 GB,"4G: Available (supports Indian bands) 3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:1800 mAh, Li-ion~Camera:5 MP Primary|LED Flash|2 MP Front~Performance:Quad Core, 1.2 GHz|512 MB RAM~Display:4.5 inches (Medium)|480x854 px, Avg. sharp.",Zen Ultrafone 402 Pro,Zen,,,,"3,600",Black~Red,"Quad core, 1.2 GHz",Android v4.4 (Kitkat),,"Camera and Storage:The Zen Ultrafone 402 Pro is armed with a 5MP autofocus camera and LED flash at the back along with a 2MP snapper at the front. It features a standard internal memory of 4GB which is further expandable up to 32GB via microSD slot.%Battery and Connectivity:To keep the show running for a decent period of time without any disturbance, the Zen Ultrafone 402 Pro is equipped with a Li-ion battery of 1,800mAh. From the connectivity point of view, it carries features like 3G, Wi-Fi, Bluetooth, dual SIM slots, GPRS/EDGE and USB port.%Display and Configuration:The Zen Ultrafone 402 Pro sports a 4.5-inch IPS LCD multi touch display with a resolution of 480 x 854 pixels (FWVGA) and a pixel density of 218ppi. It sails on Android v4.4 KitKat OS. On the inside, it is packed with a 1.2GHz quad-core processor which works in tandem with a 512MB RAM.",512 MB,,"March 15, 2015 (Official)",,,,,,Resolution:2 MP,Resolution:5 MP~Flash:LED Flash~Image Resolution:2592 x 1944 Pixels~Camera Features:Digital Zoom,,,4.5 inches,480 x 854 pixels,IPS LCD,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",,1800 mAh,Li-ion,4 GB,Up to 32 GB,"3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:2000 mAh, Li-ion~Camera:5 MP Primary|LED Flash|0.3 MP Front~Performance:Quad Core, 1.2 GHz|512 MB RAM~Display:5.0 inches (Medium)|480x854 px, Low sharp.",Karbonn Titanium S11,Karbonn,,,,"4,780",Black,"Quad core, 1.2 GHz",Android v4.4 (Kitkat),,"Camera and Storage:The Karbonn Titanium S11 is armed with a 5MP digital camera inclusive of LED flash at the back besides a 0.3MP snapper at the front. It houses a standard inbuilt memory of 4GB which can be further expanded up to 32GB.%Battery and Connectivity:To keep the show running for a fair period of time without any interruption, the Karbonn Titanium S11 depends on a 2,000mAh Li-ion battery. Moving to the connectivity and networking section, it houses standard features like dual SIM slots, GPRS/EDGE, 3G, Wi-Fi, Bluetooth, USB port and GPS.%Display and Configuration:The Karbonn Titanium S11 sports a 5-inch TFT multi touch display with a resolution of 480 x 854 pixels (FWVGA) leading to a pixel density of just 196ppi. It ships with Android v4.4 KitKat OS. For driving its processes, it depends on a 1.2GHz quad-core processor. It is paired with a poor 512MB RAM which will pose problems even during slightly powerful multitasking.",512 MB,,"March 15, 2015 (Official)",,,143.7 (H) x 71.2 (W) x 9.3 (T) mm,,,Resolution:0.3 MP,Resolution:5 MP~Flash:LED Flash~Image Resolution:2592 x 1944 Pixels~Camera Features:Digital Zoom,,,5.0 inches,480 x 854 pixels,TFT,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",,2000 mAh,Li-ion,4 GB,Up to 32 GB,"3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:2300 mAh, Li-ion|6 Hours talktime (3G)~Camera:13 MP Primary|LED Flash|5 MP Front~Performance:Quad Core, 1.3 GHz|MediaTek MT6582|1 GB RAM~Display:5.0 inches (Medium)|HD, Avg. sharp.",Intex Aqua HD 5.0,Intex,,,,"8,200",Black,"Quad core, 1.3 GHz",Android v4.4.2 (Kitkat),Chipset:MediaTek MT6582,"Camera and Storage:The Intex Aqua HD 5.0 is armed with a 13MP autofocus camera at the back which supports LED flash, HDR and face detection and can record full HD videos at 30fps. It is accompanied by a 5MP front facing snapper. It houses an internal memory of 8GB which is further expandable up to 32GB.%Battery and Connectivity:The Intex Aqua HD 5.0 packs a 2,300mAh Li-ion battery which claims to provide up to 8 hours of talktime and up to 300 hours of standby time in 2G networks. Connectivity options include GPRS/EDGE, 3G, W-Fi, GPS/A-GPS, USB port and Bluetooth.%Display and Configuration:The Intex Aqua HD 5.0 features a 5-inch IPS LCD multi-touch display with a resolution of 720 x 1,280 pixels and a pixel density of 294ppi. On the inside, it is packed with a MediaTek MT6582 chipset featuring a 1.3GHz quad-core processor. Together with a 1GB RAM, it ensures robust performance. It sails on Android v4.4.2 KitKat OS.",1 GB,,"March 30, 2015 (Official)",,,134 (H) x 68.2 (W) x 9.9 (T) mm,,,Resolution:5 MP,"Resolution:13 MP~Flash:LED Flash~Image Resolution:4128 x 3096 Pixels~Shooting Modes:High Dynamic Range mode (HDR)~Camera Features:Digital Zoom, Face detection~Video Recording:1920x1080 @ 30 fps",,,5.0 inches,HD (720 x 1280 pixels),IPS LCD,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",Talktime:Up to 6 Hours(3G) / Up to 8 Hours(2G)Standby Time:Up to 300 Hours(2G),2300 mAh,Li-ion,8 GB,Up to 32 GB,"4G: Not Available, 3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:1300 mAh, Li-ion~Camera:2 MP Primary|LED Flash~Performance:Single Core, 1 GHz|256 MB RAM~Display:4.0 inches (Small)|480x800 px, Avg. sharp.",Karbonn A109,Karbonn,,,,"2,261",Red~White~Yellow,"Single core, 1 GHz",Android v4.2.2 (Jelly Bean),,"Camera and Storage:The Karbonn A109 comes with a 2MP digital snapper and LED flash at the back along with a 0.3MP camera at the front. To increase problems for the user, it houses an internal storage unit of just 512MB. This means that you'll have to rely heavily on the microSD slot which is expandable up to 32GB.%Battery and Connectivity:Keeping the Karbonn A109 juiced up for a decent period of time is a 1,300mAh Li-ion battery. It can be connected with other gadgets and networks via GPRS/EDGE, Wi-Fi, dual SIM slots, USB port and Bluetooth.%Display and Configuration:The Karbonn A109 features a 4-inch LCD multi touch display offering modest viewing experience with a resolution of 480 x 800 pixels (WVGA) and a pixel density of 233ppi. It runs on dated Android v4.2.2 Jelly Bean OS which is a big disgrace especially when people are looking for devices with the latest v5.0 Lollipop platform. It is powered by a 1GHz processor and 256MB RAM which can take care of only basic applications and games.",256 MB,,"March 15, 2015 (Official)",,,122.8 (H) x 63.5 (W) x 10.7 (T) mm,,,,Resolution:2 MP~Flash:LED Flash~Image Resolution:1600 x 1200 Pixels~Camera Features:Digital Zoom,,,4.0 inches,480 x 800 pixels,TFT,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",,1300 mAh,Li-ion,512 MB,Up to 32 GB,"4G: Not Available, 3G: Not Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:3000 mAh, Li-Polymer|14 Hours talktime (3G)~Camera:5 MP Primary|LED Flash|2 MP Front~Performance:Quad Core, 1.3 GHz|MediaTek|1 GB RAM~Display:4.5 inches (Medium)|480x854 px, Avg. sharp.",Lava Iris Fuel 10,Lava,,,,"5,350",Black,"Quad core, 1.3 GHz",Android v4.4 (Kitkat),Chipset:MediaTek,"Camera and Storage:The Lava Iris Fuel 10 is armed with a 5MP autofocus camera which supports 4X digital zoom, LED flash, HDR and BSI sensor and has the ability to shoot full HD videos at 30fps. It is accompanied by a 2MP front facing snapper. It features an internal memory of 8GB which is further expandable up to 32GB.%Battery and Connectivity:The USP of the Lava Iris Fuel 10, as the name indicates, is the 3,000mAh Li-Po battery which promises to provide up to 16 hours of talk time over 2G and up to 14 hours of talk time over 3G. Connectivity features include 3G, Wi-Fi, Bluetooth, GPS and USB port.%Display and Configuration:The Lava Iris Fuel 10 sports a 4.5-inch TFT multi touch display with a resolution of 480 x 854 pixels and a pixel density of 218ppi. It sails on Android v4.4 KitKat OS. For driving its processes, it is packed with a 1.3GHz quad-core processor from MediaTek and 1GB RAM  thereby ensuring smooth management of standard applications.",1 GB,,"March 13, 2015 (Official)",,,134.5 (H) x 66.5 (W) x 10.5 (T) mm,,,Resolution:2 MP,Resolution:5 MP~Sensor:Back-illuminated sensor (BSI)~Flash:LED Flash~Image Resolution:2592 x 1944 Pixels~Shooting Modes:High Dynamic Range mode (HDR)~Camera Features:4 x Digital Zoom~Video Recording:1920x1080 @ 30 fps,,,4.5 inches,480 x 854 pixels,TFT,,"null~Touch Screen:Capacitive Touchscreen, Multi-touch",Talktime:Up to 14 Hours(3G) / Up to 16 Hours(2G),3000 mAh,Li-Polymer,8 GB,Up to 32 GB,"3G: Available, 2G: Available",,,,,,,"Dual SIM, GSM+GSM"
"Battery:2600 mAh, Li-Polymer|12.1 Hours talktime (3G)|Non removable~Camera:13 MP Primary|LED Flash|8 MP Front~Performance:Octa Core, 1.7 GHz|MediaTek MT6752|2 GB RAM~Display:5.5 inches (Large)|HD, Avg. sharp.",HTC Desire 820s Dual SIM,HTC,,,,"16,169",Blue~Gray~White,"Octa core, 1.7 GHz, Cortex A53",Android v4.4.4 (Kitkat),Chipset:MediaTek MT6752~Architecture:64 bit~Graphics:Mali-T760 MP2,"Camera and Storage:The HTC Desire 820s Dual SIM comes with a 13MP autofocus camera at the back which supports LED flash, BSI sensor and f/2.2 aperture and can capture quality snapshots even in the dark. It can also be used for recording full HD videos at 30fps. At the front, there is a quality 8MP snapper which, along with a wide range of software tweaks, will produce brilliant selfies. It sports and internal memory of 16GB which is expandable up to 32GB.%Battery and Connectivity:Fuelled by a sealed 2,600mAh Li-Po battery, the HTC Desire 820s Dual SIM promises to deliver up to 12.1 hours of talktime and up to 360 hours of standby time over 3G. It supports connectivity options like 4G, 3G, Wi-Fi, OTA sync, GPS/A-GPS, tethering, GLONASS, Bluetooth v4.0, USB port and computer sync.%Processor and OS:For driving its processes, the HTC Desire 820s Dual SIM is packed with a MediaTek MT6572 chipset featuring a 1.7GHz octa-core Cortex A-53 processor. Paired with a 2GB RAM and Mali T760 MP2 GPU, it ensures smooth and fast performance even while handling a number of powerful applications simultaneously. It ships with Android v4.4 KitKat OS which is a bit disappointing.%Display and Design:The HTC Desire 820s Dual SIM features a 5.5-inch multi touch display which has a resolution of 720 x 1,280 pixels (HD) and a pixel density of 267ppi. It has a waistline of 7.7mm and a weight of 155g which is impressive figures in terms of its big size.",2 GB,,"March 11, 2015 (Official)",,155 grams,157.7 (H) x 78.7 (W) x 7.7 (T) mm,,,Resolution:8 MP~Sensor:BSI Sensor~Flash:No,"Resolution:13 MP~Sensor:Back-illuminated sensor (BSI)~Autofocus:~Aperture:2.2 F~Optical Image Stabilisation:No~Flash:LED Flash~Image Resolution:4128 x 3096 Pixels~Settings:Exposure compensation~Shooting Modes:High Dynamic Range mode (HDR)~Camera Features:Digital Zoom, Auto Flash, Face detection, Touch to focus~Video Recording:1920x1080 @ 30 fps",,,5.5 inches,HD (720 x 1280 pixels),TFT,,Custom UI:HTC Sense UI 6.0~SIM Size:SIM1: Nano SIM2: Micro~Fingerprint Sensor:No~Quick Charging:No~Screen to Body Ratio:67.04 %,Talktime:Up to 12.1 Hours(3G)Standby Time:Up to 560 Hours(3G),2600 mAh,Li-Polymer,16 GB,Up to 32 GB,"4G: Available (supports Indian bands) 3G: Available, 2G: Available",,,,,,Custom UI:HTC Sense UI 6.0~SIM Size:SIM1: Nano SIM2: Micro~Fingerprint Sensor:No~Quick Charging:No,"Dual SIM, GSM+GSM"
